acc.date,aircraft_type,operator,fatalities,damage
2018-09-16,Boeing 747-428FER,"Saudi Arabian Airlines, lsf ACT Airlines",0,sub
2018-09-17,Ilyushin Il-20M,Russian Air Force,15,w/o
2018-09-17,Airbus A320-216,Thai AirAsia,0,sub
2018-09-18,Antonov An-2R,STS Aviatsija,0,sub
2018-09-18,British Aerospace BAe-125-700A,Starjet Inc.,0,sub
2018-09-20,Embraer EMB-120ER Brasilia,Berry Aviation,0,sub
2018-09-23,Boeing 757-224 (WL),United Airlines,0,non
2018-09-24,Honda HA-420 HondaJet,América Latina Tecnologia Agrícola - ALTA,0,sub
2018-09-24,Airbus A340-313,Philippine Air Lines,0,sub
2018-09-25,Beechcraft 200 Super King Air,Kalitta Charters,1,w/o
2018-09-26,Airbus A321-231 (WL),American Airlines,0,non
2018-09-27,Airbus A310-304,Air Transat,0,non
2018-09-27,Cessna 208B Supervan 900,CGG Aviation Australia,1,w/o
2018-09-27,Dassault Falcon 50,Air America Flight Services,2,sub
2018-09-28,Airbus A320-232,LATAM Airlines Brasil,0,sub
2018-09-28,Boeing 737-8BK (WL),Air Niugini,1,sub
2018-10-01,Antonov An-2T,Inversiones Moraima,0,sub
2018-10-03,Beechcraft 1900C,"Ravn Connect, opb Frontier Flying Service",0,sub
2018-10-03,Antonov An-26,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,w/o
2018-10-03,Antonov An-32A,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,w/o
2018-10-08,Boeing 747-4D7,Thai Airways International,0,sub
2018-10-09,Boeing 737-7H4 (WL),Southwest Airlines,0,non
2018-10-10,Cessna 208B Grand Caravan EX,Jhonlin Air Transport,0,sub
2018-10-10,Sukhoi Superjet 100-95B,Yakutia Airlines,0,sub
2018-10-11,Boeing 737-7H4 (WL),Southwest Airlines,0,non
2018-10-12,Airbus A319-112,Frontier Airlines,0,non
2018-10-12,ATR 72-202,Overland Airways,0,w/o
2018-10-12,Boeing 737-8HG (WL),Air India Express,0,sub
2018-10-15,Boeing 737-7L9 (WL),Southwest Airlines,0,non
2018-10-15,Boeing 777-337ER,Air India,0,non
2018-10-29,Boeing 737 MAX 8,Lion Air,189,w/o
2018-10-31,Airbus A330-323,Delta Air Lines,0,sub
2018-10-31,Airbus A330-203,Air France,0,sub
2018-11-07,Boeing 747-412F,Sky Lease Cargo,0,sub
2018-11-08,Antonov An-2R,2nd Arkhangelsk United Aviation Division,0,w/o
2018-11-09,Lockheed C-130E Hercules,Pakistan Air Force,0,w/o
2018-11-09,Boeing 757-23N,Fly Jamaica Airways,1,sub
2018-11-11,Embraer ERJ-190LR (ERJ-190-100 LR),Air Astana,0,sub
2018-11-12,Hawker Siddeley HS-125-700A,Songbird Aviation LLC,0,sub
2018-11-15,de Havilland Canada DHC-8-315Q Dash 8,PAL Airlines,0,sub
2018-11-16,British Aerospace 3212 Jetstream 32,SARPA - Servicios Aéreos Panamericanos,0,sub
2018-11-20,Boeing 737-8LJ (WL),Aeroflot,0,min
2018-11-21,Fairchild SA227-AC Metro III,Perimeter Aviation,0,sub
2018-11-22,Boeing 737-53C,Peruvian Airlines,0,sub
2018-11-23,British Aerospace BAe-125-700A,private,0,mis
2018-11-24,ATR 72-500 (72-212A),Pakistan International Airlines - PIA,0,sub
2018-11-26,Cessna 525 Citation M2,ARG Ltda.,4,w/o
2018-11-30,Cessna 550 Citation II,"Dirt Dynamics, Inc.",0,sub
2018-11-30,Cessna 525A CitationJet CJ2+,Estoair LLC,3,w/o
2018-12-01,Airbus A320-232 (WL),Spirit Airlines,0,non
2018-12-01,Bombardier CRJ-200LR,PSA Airlines,0,sub
2018-12-03,Hawker 800XP,Arrow Aviation Ltd.,0,sub
2018-12-03,Boeing 737-823 (WL),American Airlines,0,non
2018-12-04,Boeing 767-332ER (WL),Delta Air Lines,0,non
2018-12-04,Airbus A320-214,Ellinair,0,sub
2018-12-06,Lockheed Martin KC-130J,United States Marine Corps,5,w/o
2018-12-08,Airbus A320-232 (WL),Thai Smile,0,non
2018-12-08,Beechcraft 200 Super King Air,Desert-Air Safaris,0,sub
2018-12-08,Beechcraft 200 Super King Air,Unknown,0,w/o
2018-12-08,Pilatus Britten-Norman BN-2A-20 Islander,Par-Avion,1,w/o
2018-12-10,Airbus A300B4-203 (F),AeroUnion - Aerotransporte de Carga Union,0,sub
2018-12-11,Boeing 777-333ER,Air Canada,0,sub
2018-12-15,Learjet 35A,Med Air LLC,0,sub
2018-12-18,Boeing 787-9 Dreamliner,Ethiopian Airlines,0,sub
2018-12-18,Dornier 228-201,Africa's Connection STP,0,sub
2018-12-20,Antonov An-26B,Gomair,7,w/o
2018-12-20,Cessna 560 Citation V,Chen Aircrafts LLC,4,w/o
2018-12-22,PZL-Mielec M28 Skytruck,Guardia Nacional Bolivariana de Venezuela - GNBV,0,sub
2018-12-24,Antonov An-26B,Air Force of the Democratic Republic of the Congo,0,w/o
2018-12-31,Boeing 757-2B7 (WL),American Airlines,0,sub
,Rockwell Sabreliner 80,private,0,sub
